id,tool_type,name,summary,license,programming_language,homepage,source,documentation,funding,funder,stars,forks,watchers,contributors,last_commit_date,open_issues_count,releases_count,latest_release_date,readme_url,license_url,governance_url,contributing_url,code_of_conduct_url,security_policy_url,sbom_url,paper_url,openssf_best_practices_url,openssf_best_practices_badge_level,openssf_scorecard_url,openssf_scorecard_score,openssf_scorecard_branch_protection,openssf_scorecard_code_review,openssf_scorecard_maintained,openssf_scorecard_vulnerabilities,development_status,software_heritage_id,datetime_added,datetime_checked,datetime_updated
samsung-lpvs,software,LPVS (License Pre-Validation Service),Service that analyzes each patch for the open-source components and licenses it introduces and flags restricted licenses and potential violations with exact code locations.,MIT,Java,https://samsung.github.io/LPVS/,https://github.com/Samsung/LPVS.git,,,,30,28,6,19,2026-08-01,15,23,2026-04-07,https://github.com/Samsung/LPVS/blob/main/README.md,https://github.com/Samsung/LPVS/blob/main/LICENSE,,,https://github.com/Samsung/LPVS/blob/main/.github/CODE_OF_CONDUCT.md,https://github.com/Samsung/LPVS/blob/main/.github/SECURITY.md,https://api.github.com/repos/Samsung/LPVS/dependency-graph/sbom,,https://www.bestpractices.dev/projects/6309,gold,https://scorecard.dev/viewer/?uri=github.com/Samsung/LPVS,9.2,10,10,10,0,,,2026-07-27 13:00,2026-08-06 07:38,2026-08-06 07:38
scancode-toolkit,software,ScanCode Toolkit,"Scans source trees and packages to detect declared/actual licenses, copyrights, and (now also) known vulnerabilities in code and dependencies; usable as a CLI or a library.",Apache-2.0,Python,https://scancode-toolkit.readthedocs.io,https://github.com/aboutcode-org/scancode-toolkit,https://scancode-toolkit.readthedocs.io,https://github.com/sponsors/nexB,,2595,759,69,401,2026-07-09,1663,83,2026-06-11,https://github.com/aboutcode-org/scancode-toolkit/blob/develop/README.rst,,,https://github.com/aboutcode-org/scancode-toolkit/blob/develop/CONTRIBUTING.rst,,,https://api.github.com/repos/aboutcode-org/scancode-toolkit/dependency-graph/sbom,,,,,,,,,,,,2026-07-28 12:58,2026-08-06 07:38,2026-08-06 07:38
seekingdream-dycodeeval,software,DyCodeEval,"Dynamic benchmarking framework that uses multi-agent rewriting to generate semantically-equivalent, non-deterministic variants of code benchmarks (HumanEval, MBPP) plus a DyPass@K metric to evaluate code LLMs robustly under data contamination.",,Python,https://github.com/SeekingDream/DyCodeEval,https://github.com/SeekingDream/DyCodeEval.git,,,,226,18,14,1,2025-12-23,0,0,,https://github.com/SeekingDream/DyCodeEval/blob/main/README.md,,,,,,,,,,,,,,,,,,2026-07-27 13:00,2026-08-06 07:38,2026-08-06 07:38
shap,software,SHAP,Game-theoretic approach (Shapley values) to explain the output of any machine learning model.,MIT,Jupyter Notebook,https://github.com/shap/shap,https://github.com/shap/shap.git,,,,25670,3738,246,322,2026-08-03,1021,64,2026-05-28,https://github.com/shap/shap/blob/master/README.md,https://github.com/shap/shap/blob/master/LICENSE,,https://github.com/shap/shap/blob/master/CONTRIBUTING.md,,,https://api.github.com/repos/shap/shap/dependency-graph/sbom,,,,,,,,,,,,2026-07-29 02:08,2026-08-06 07:38,2026-08-06 07:38
synthetic-data-generator,software,Synthetic Data Generator (SDG),"Framework for generating high-quality structured tabular synthetic data, supporting differential privacy and anonymization so the output is exempt from privacy regulations like GDPR while retaining the original data's essential characteristics.",Apache-2.0,Python,https://github.com/hitsz-ids/synthetic-data-generator,https://github.com/hitsz-ids/synthetic-data-generator.git,,,,2433,391,307,17,2026-07-13,27,15,2024-12-03,https://github.com/hitsz-ids/synthetic-data-generator/blob/main/README.md,https://github.com/hitsz-ids/synthetic-data-generator/blob/main/LICENSE,,https://github.com/hitsz-ids/synthetic-data-generator/blob/main/CONTRIBUTING.md,,,https://api.github.com/repos/hitsz-ids/synthetic-data-generator/dependency-graph/sbom,,,,,,,,,,,,2026-07-29 00:27,2026-08-06 07:38,2026-08-06 07:38
tamperbench,software,TamperBench,"Benchmark for the tamper-resistance of open-weight LLMs: red-teams models with fine-tuning, jailbreak-tuning, and embedding attacks under worst-case hyperparameter sweeps while tracking StrongREJECT safety and MMLU-Pro utility.",MIT,Python,https://github.com/criticalml-uw/TamperBench,https://github.com/criticalml-uw/TamperBench,,,,28,5,2,10,2026-05-15,14,1,2025-05-20,https://github.com/criticalml-uw/TamperBench/blob/main/README.md,https://github.com/criticalml-uw/TamperBench/blob/main/LICENSE,,https://github.com/criticalml-uw/TamperBench/blob/main/CONTRIBUTING.md,,,https://api.github.com/repos/criticalml-uw/TamperBench/dependency-graph/sbom,,,,,,,,,,,,2026-07-29 15:13,2026-08-06 07:38,2026-08-06 07:38
tensorflow-data-validation,software,TensorFlow Data Validation (TFDV),"Library for exploring and validating ML datasets at scale -- computing descriptive statistics, inferring a schema, and detecting anomalies/skew/drift across data batches.",Apache-2.0,Python,https://github.com/tensorflow/data-validation,https://github.com/tensorflow/data-validation.git,,,,783,182,43,32,2026-06-11,16,49,2026-06-11,https://github.com/tensorflow/data-validation/blob/master/README.md,https://github.com/tensorflow/data-validation/blob/master/LICENSE,,https://github.com/tensorflow/data-validation/blob/master/CONTRIBUTING.md,,,https://api.github.com/repos/tensorflow/data-validation/dependency-graph/sbom,,,,https://scorecard.dev/viewer/?uri=github.com/tensorflow/data-validation,4.3,0,9,2,,,,2026-07-29 02:53,2026-08-06 07:38,2026-08-06 07:38
trustee,software,Trustee,CNCF Confidential Containers project's attestation and secret-management components: implements the verifier side of TDX/SGX/SEV-SNP remote attestation and gates secret release on the resulting evidence.,Apache-2.0,Rust,https://confidential-containers.github.io/trustee/,https://github.com/confidential-containers/trustee,https://confidential-containers.github.io/trustee/,,,172,171,18,76,2026-08-06,129,18,2026-07-20,https://github.com/confidential-containers/trustee/blob/main/README.md,https://github.com/confidential-containers/trustee/blob/main/LICENSE,,https://github.com/confidential-containers/.github/blob/main/CONTRIBUTING.md,https://github.com/confidential-containers/.github/blob/main/CODE_OF_CONDUCT.md,,https://api.github.com/repos/confidential-containers/trustee/dependency-graph/sbom,,,,https://scorecard.dev/viewer/?uri=github.com/confidential-containers/trustee,8.2,-1,10,10,1,,,2026-07-29 15:27,2026-08-06 07:38,2026-08-06 07:38
trustllm,software,TrustLLM toolkit,"A pip-installable evaluation toolkit and benchmark covering six trustworthiness dimensions — truthfulness, safety, fairness, robustness, privacy and machine ethics — across more than 30 datasets, with an end-to-end generation and evaluation pipeline.",MIT,Python,https://trustllmbenchmark.github.io/TrustLLM-Website/,https://github.com/HowieHwong/TrustLLM.git,,,,630,66,8,15,2025-06-24,7,1,2024-04-23,https://github.com/HowieHwong/TrustLLM/blob/main/README.md,https://github.com/HowieHwong/TrustLLM/blob/main/LICENSE,,,,,https://api.github.com/repos/HowieHwong/TrustLLM/dependency-graph/sbom,,,,,,,,,,,,2026-07-28 09:57,2026-08-06 07:38,2026-08-06 07:38
trustyai,software,TrustyAI Explainability,"A Java explainable-AI library plus REST service and Kubernetes operator providing fairness metrics and model-agnostic explainers for predictive models, with connectors to black-box inference services such as KServe and ModelMesh.",Apache-2.0,Java,https://trustyai.org/,https://github.com/trustyai-explainability/trustyai-explainability.git,,,,64,51,7,24,2026-08-04,84,32,2025-04-07,https://github.com/trustyai-explainability/trustyai-explainability/blob/main/README.md,https://github.com/trustyai-explainability/trustyai-explainability/blob/main/LICENSE,,https://github.com/trustyai-explainability/trustyai-explainability/blob/main/CONTRIBUTING.md,,,https://api.github.com/repos/trustyai-explainability/trustyai-explainability/dependency-graph/sbom,,,,,,,,,,,,2026-07-28 09:57,2026-08-06 07:38,2026-08-06 07:38
vgel-repeng,software,repeng,"A lightweight Python library that trains representation-engineering control vectors from paired contrastive prompts and applies them to a wrapped causal language model at inference, with GGUF export for llama.cpp.",MIT,Jupyter Notebook,https://vgel.me/posts/representation-engineering/,https://github.com/vgel/repeng.git,,,,749,67,7,5,2025-09-24,20,0,,https://github.com/vgel/repeng/blob/main/README.md,https://github.com/vgel/repeng/blob/main/LICENSE,,,,,https://api.github.com/repos/vgel/repeng/dependency-graph/sbom,,,,,,,,,,,,2026-07-28 09:57,2026-08-06 07:38,2026-08-06 07:38
videoseal,software,Video Seal,"Open and efficient video and image watermarking, embedding and detecting robust, imperceptible marks.",MIT,Python,https://github.com/facebookresearch/videoseal,https://github.com/facebookresearch/videoseal.git,,,,726,95,14,12,2026-07-02,18,0,,https://github.com/facebookresearch/videoseal/blob/main/README.md,https://github.com/facebookresearch/videoseal/blob/main/LICENSE,,https://github.com/facebookresearch/videoseal/blob/main/.github/CONTRIBUTING.md,https://github.com/facebookresearch/videoseal/blob/main/.github/CODE_OF_CONDUCT.md,,https://api.github.com/repos/facebookresearch/videoseal/dependency-graph/sbom,,,,,,,,,,,,2026-07-29 02:10,2026-08-06 07:38,2026-08-06 07:38
what-if-tool,software,What-If Tool,"A no-code TensorBoard/notebook interface for probing black-box classification and regression models, running inference over large example sets, editing examples to generate counterfactuals, and comparing performance and fairness across dataset subsets.",Apache-2.0,Jupyter Notebook,https://pair-code.github.io/what-if-tool,https://github.com/PAIR-code/what-if-tool.git,,,,1006,183,29,21,2026-06-21,97,3,2021-10-12,https://github.com/PAIR-code/what-if-tool/blob/master/README.md,https://github.com/PAIR-code/what-if-tool/blob/master/LICENSE,,https://github.com/PAIR-code/what-if-tool/blob/master/CONTRIBUTING.md,,,https://api.github.com/repos/PAIR-code/what-if-tool/dependency-graph/sbom,,,,https://scorecard.dev/viewer/?uri=github.com/PAIR-code/what-if-tool,2.8,0,7,0,,,,2026-07-28 09:57,2026-08-06 07:38,2026-08-06 07:38
wibe,software,WIBE,Extensible open-source framework for evaluating the imperceptibility and robustness of watermarking methods (ASE 2025 tool demo).,Apache-2.0,Python,https://github.com/ispras/wibe,https://github.com/ispras/wibe.git,,,,31,2,1,15,2026-07-31,1,0,,https://github.com/ispras/wibe/blob/main/README.md,https://github.com/ispras/wibe/blob/main/LICENSE,,,,,,,,,,,,,,,,,2026-07-29 00:07,2026-08-06 07:38,2026-08-06 07:38
xdmod,software,Open XDMoD,"NSF-funded open-source metrics/accounting framework for national HPC/research-computing allocations (originally for XSEDE/ACCESS): tracks job-level resource utilization per allocation, project, and user so funders and operators can audit how a granted compute allocation was actually spent.",LGPL-3.0,PHP,https://open.xdmod.org/,https://github.com/ubccr/xdmod,,,,102,78,15,51,2026-07-31,30,72,2026-07-22,https://github.com/ubccr/xdmod/blob/main/README.md,https://github.com/ubccr/xdmod/blob/main/LICENSE,,https://github.com/ubccr/xdmod/blob/main/.github/CONTRIBUTING.md,,,https://api.github.com/repos/ubccr/xdmod/dependency-graph/sbom,,,,,,,,,,,,2026-07-29 15:27,2026-08-06 07:38,2026-08-06 07:38
ai-incident-database,specification,AI Incident Database,"Open, taxonomy-classified database of documented real-world AI incidents spanning many sectors and risk types.",Apache-2.0,,https://incidentdatabase.ai,https://github.com/responsible-ai-collaborative/aiid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-28 19:45,2026-07-28 19:45,2026-07-28 19:45
aiaaic-repository,specification,AIAAIC Repository,"Database of 1,000+ documented real-world incidents and controversies involving AI, algorithms, and automation, classified by harm type, sector, and technology across several taxonomies (including its own AI/Algorithmic/Automation Harms Taxonomy).",CC-BY-SA-4.0,,https://www.aiaaic.org/aiaaic-repository,https://docs.google.com/spreadsheets/d/1Bn55B4xz21-_Rgdr8BBb2lt0n_4rzLGxFADMlVW0PYI/edit?gid=1051812323#gid=1051812323,https://www.aiaaic.org/about-aiaaic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-29 11:01,2026-07-29 12:00,2026-07-29 12:00
croissant,specification,Croissant,A high-level format for machine learning datasets,,,https://mlcommons.org/working-groups/data/croissant/,https://github.com/mlcommons/croissant.git,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-25 19:00,2026-07-25 19:00,2026-07-25 19:00
dpv,specification,Data Privacy Vocabulary,"W3C Community Group vocabulary (RDF/OWL) for describing personal data handling -- processing purposes, legal basis, personal data categories, and technical/organisational measures -- in a machine-readable, interoperable way.",W3C-Software-2023,,https://w3c-cg.github.io/dpv/,https://github.com/w3c-cg/dpv.git,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-29 03:00,2026-07-29 03:00,2026-07-29 03:00
frictionless-data-package,specification,Frictionless Data Package,"Open specification for describing and packaging datasets with structured metadata (schema, provenance, licensing), enabling consistent assessment of a dataset's fitness for a given use.",Unlicense,,https://datapackage.org,https://github.com/frictionlessdata/datapackage,https://datapackage.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-28 21:46,2026-07-28 21:46,2026-07-28 21:46
oedp,specification,Open Ethics Data Passport (OEDP),"Open schema (JSON Schema) for documenting a dataset's origin, including annotation, labeler, and labeling-tool provenance -- distinct from general dataset metadata specs in specifically covering the labeling/annotation process.",MIT,,https://github.com/OpenEthicsAI/OEDP,https://github.com/OpenEthicsAI/OEDP.git,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-29 03:00,2026-07-29 03:00,2026-07-29 03:00
owasp-llm-top10,specification,OWASP Top 10 for Large Language Model Applications,"Widely-adopted, community-maintained risk taxonomy and standard for LLM application security (part of the GenAI Security Project).",CC-BY-SA-4.0,,https://owasp.org/www-project-top-10-for-large-language-model-applications/,https://github.com/OWASP/www-project-top-10-for-large-language-model-applications.git,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-29 02:08,2026-07-29 02:08,2026-07-29 02:08
spdx3,specification,System Package Data Exchange specification version 3.0,Open standard for creating software bills of materials,Community-Spec-1.0,,https://spdx.github.io/spdx-spec/v3.0/,https://github.com/spdx/spdx-spec.git,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-25 19:00,2026-07-25 19:00,2026-07-25 19:00
